lead_id,created_at,purpose,project_id,project_name,unit_id,unit_type,bedrooms_min,area_sqft,budget_min,budget_max,currency,location,timeline,name,phone,email,contact_status,lead_score,lead_grade,lead_summary,sales_handoff_message,source_url,source_document,unknown_fields
L-0001,2026-06-25T08:00:00.000Z,buy,ccb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche Residences,ccb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,236000,236000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Ajman Corniche Residences; Unit: Commercial; Budget: 236000-236000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0001: buy inquiry for Ajman Corniche Residences. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0163,2026-06-05T02:00:00.000Z,invest,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,1ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,21600,21600,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Asayel 1; Unit: Commercial; Budget: 21600-21600 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0163: invest inquiry for Asayel 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0164,2026-06-04T23:00:00.000Z,commercial,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,a0b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,22800,22800,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Asayel 2; Unit: Commercial; Budget: 22800-22800 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0164: commercial inquiry for Asayel 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0165,2026-06-04T20:00:00.000Z,buy,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,30b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,222000,222000,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: City Towers; Unit: Commercial; Budget: 222000-222000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0165: buy inquiry for City Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=City%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=City%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0166,2026-06-04T17:00:00.000Z,rent,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,04b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,24000,24000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Commercial Complex; Unit: Commercial; Budget: 24000-24000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0166: rent inquiry for Commercial Complex. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0167,2026-06-04T14:00:00.000Z,invest,16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,16b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,357000,357000,AED,Ajman / Ajman Corniche,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Corniche Tower; Unit: Commercial; Budget: 357000-357000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0167: invest inquiry for Corniche Tower. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Corniche%20Tower&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Corniche%20Tower&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0168,2026-06-04T11:00:00.000Z,commercial,aeb8dd4b_0ad1_e811_a2b8_00155d119707,Crystal,aeb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,25200,25200,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Crystal; Unit: Retail; Budget: 25200-25200 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0168: commercial inquiry for Crystal. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0169,2026-06-04T08:00:00.000Z,buy,38b8dd4b_0ad1_e811_a2b8_00155d119707,Crystal 1,38b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,27600,27600,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Crystal 1; Unit: Retail; Budget: 27600-27600 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0169: buy inquiry for Crystal 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0170,2026-06-04T05:00:00.000Z,rent,eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,eab7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,0,unknown,12000,12000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Dewan Towers; Unit: Retail; Budget: 12000-12000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0170: rent inquiry for Dewan Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0171,2026-06-04T02:00:00.000Z,invest,14b8dd4b_0ad1_e811_a2b8_00155d119707,Falcon Towers,14b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,183500,183500,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Falcon Towers; Unit: Retail; Budget: 183500-183500 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0171: invest inquiry for Falcon Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0172,2026-06-03T23:00:00.000Z,commercial,34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,34b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,0,unknown,19200,19200,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Flamingo Building; Unit: Retail; Budget: 19200-19200 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0172: commercial inquiry for Flamingo Building. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0173,2026-06-03T20:00:00.000Z,buy,36b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Villas,36b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,120000,120000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Flamingo Villas; Unit: Villa; Budget: 120000-120000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0173: buy inquiry for Flamingo Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0174,2026-06-03T17:00:00.000Z,rent,7d307ab5_a6a9_ea11_a2c3_00155d119619,Garden City,7d307ab5_a6a9_ea11_a2c3_00155d119619_inventory,Retail,unknown,unknown,102500,102500,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Garden City; Unit: Retail; Budget: 102500-102500 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0174: rent inquiry for Garden City. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0175,2026-06-03T14:00:00.000Z,invest,e4b7dd4b_0ad1_e811_a2b8_00155d119707,Grand,e4b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Leasing,1,unknown,27000,27000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Grand; Unit: Leasing; Budget: 27000-27000 AED; Timeline: immediate; Unknowns: name|phone|email.,Aqaar lead L-0175: invest inquiry for Grand. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0176,2026-06-03T11:00:00.000Z,commercial,f4b7dd4b_0ad1_e811_a2b8_00155d119707,Horizon Towers,f4b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,174500,174500,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Horizon Towers; Unit: Retail; Budget: 174500-174500 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0176: commercial inquiry for Horizon Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0177,2026-06-03T08:00:00.000Z,buy,50b8dd4b_0ad1_e811_a2b8_00155d119707,Houses and Flats Masfoot,50b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,12000,12000,AED,Ajman / Masfout,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Houses and Flats Masfoot; Unit: Retail; Budget: 12000-12000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0177: buy inquiry for Houses and Flats Masfoot. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0178,2026-06-03T05:00:00.000Z,rent,9ab8dd4b_0ad1_e811_a2b8_00155d119707,Lewara,9ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,27000,27000,AED,Ajman / Liwara 1,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Lewara; Unit: Retail; Budget: 27000-27000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0178: rent inquiry for Lewara. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0179,2026-06-03T02:00:00.000Z,invest,4cb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Flats,4cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,15000,15000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Manama Flats; Unit: Retail; Budget: 15000-15000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0179: invest inquiry for Manama Flats. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0180,2026-06-02T23:00:00.000Z,commercial,84b8dd4b_0ad1_e811_a2b8_00155d119707,Masfoot Buildings,84b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,0,unknown,14400,14400,AED,Ajman / Masfout,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Masfoot Buildings; Unit: Retail; Budget: 14400-14400 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0180: commercial inquiry for Masfoot Buildings. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0181,2026-06-02T20:00:00.000Z,buy,b514b2db_08f8_ea11_a2c5_00155d119619,Musherif Villas,b514b2db_08f8_ea11_a2c5_00155d119619_inventory,Villa,unknown,unknown,30000,30000,AED,Ajman / Musherif,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Musherif Villas; Unit: Villa; Budget: 30000-30000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0181: buy inquiry for Musherif Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0182,2026-06-02T17:00:00.000Z,rent,f8b7dd4b_0ad1_e811_a2b8_00155d119707,New Gold Market,f8b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,21600,21600,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,65,warm,Purpose: rent; Project: New Gold Market; Unit: Commercial; Budget: 21600-21600 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0182: rent inquiry for New Gold Market. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0183,2026-06-02T14:00:00.000Z,invest,e9afbd0c_b405_ee11_a2bc_00155d119841,New Musherif Villas,e9afbd0c_b405_ee11_a2bc_00155d119841_inventory,Villa,unknown,unknown,114000,114000,AED,Ajman / Musherif,this quarter,unknown,unknown,unknown,unknown,65,warm,Purpose: invest; Project: New Musherif Villas; Unit: Villa; Budget: 114000-114000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0183: invest inquiry for New Musherif Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0184,2026-06-02T11:00:00.000Z,commercial,f0b7dd4b_0ad1_e811_a2b8_00155d119707,Nuaiemiyah Towers,f0b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,139000,139000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Nuaiemiyah Towers; Unit: Retail; Budget: 139000-139000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0184: commercial inquiry for Nuaiemiyah Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0185,2026-06-02T08:00:00.000Z,buy,fab7dd4b_0ad1_e811_a2b8_00155d119707,Old Gold Market,fab7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,14400,14400,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,50,warm,Purpose: buy; Project: Old Gold Market; Unit: Commercial; Budget: 14400-14400 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0185: buy inquiry for Old Gold Market. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0186,2026-06-02T05:00:00.000Z,rent,0cb8dd4b_0ad1_e811_a2b8_00155d119707,Old Quds,0cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,20700,20700,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Old Quds; Unit: Retail; Budget: 20700-20700 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0186: rent inquiry for Old Quds. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0187,2026-06-02T02:00:00.000Z,invest,bd8bd1e6_0420_e911_a2b8_00155d119707,Orient Towers,bd8bd1e6_0420_e911_a2b8_00155d119707_inventory,Retail,unknown,unknown,284000,284000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Orient Towers; Unit: Retail; Budget: 284000-284000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0187: invest inquiry for Orient Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0188,2026-06-01T23:00:00.000Z,commercial,6cb8dd4b_0ad1_e811_a2b8_00155d119707,Preston shops,6cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,30139,30139,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,65,warm,Purpose: commercial; Project: Preston shops; Unit: Retail; Budget: 30139-30139 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0188: commercial inquiry for Preston shops. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0189,2026-06-01T20:00:00.000Z,buy,f2b7dd4b_0ad1_e811_a2b8_00155d119707,Rashidia Towers,f2b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,90000,90000,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Rashidia Towers; Unit: Retail; Budget: 90000-90000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0189: buy inquiry for Rashidia Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0190,2026-06-01T17:00:00.000Z,rent,46b8dd4b_0ad1_e811_a2b8_00155d119707,Rawdat Al Reef Flats & Shops,46b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,6600,6600,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Rawdat Al Reef Flats & Shops; Unit: Retail; Budget: 6600-6600 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0190: rent inquiry for Rawdat Al Reef Flats & Shops. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0191,2026-06-01T14:00:00.000Z,invest,4ab8dd4b_0ad1_e811_a2b8_00155d119707,Traditional Houses - Al Manama,4ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,4800,4800,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Traditional Houses - Al Manama; Unit: Retail; Budget: 4800-4800 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0191: invest inquiry for Traditional Houses - Al Manama. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0192,2026-06-01T11:00:00.000Z,buy,cab8dd4b_0ad1_e811_a2b8_00155d119707,Waqf Thamer Saied Salman (University),cab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Education,unknown,unknown,20400,20400,AED,Ajman,unknown,unknown,unknown,unknown,unknown,50,warm,Purpose: buy; Project: Waqf Thamer Saied Salman (University); Unit: Education; Budget: 20400-20400 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0192: buy inquiry for Waqf Thamer Saied Salman (University). Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0193,2026-06-01T08:00:00.000Z,buy,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_1br_type_a,1 Bedroom Type A,1,1108.1,2090753.29,2090753.29,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Dusit Thani Residences Ajman; Unit: 1 Bedroom Type A; Budget: 2090753.29-2090753.29 AED; Timeline: immediate; Unknowns: name|phone|email.,Aqaar lead L-0193: buy inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=10. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=10,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0194,2026-06-01T05:00:00.000Z,rent,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_1br_type_b,1 Bedroom Type B,1,1112.9,2090753.29,2090753.29,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Dusit Thani Residences Ajman; Unit: 1 Bedroom Type B; Budget: 2090753.29-2090753.29 AED; Timeline: 0-30 days; Unknowns: name|phone|email.,Aqaar lead L-0194: rent inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=12. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=12,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
